,0
Intercept,0.0
male,-0.5749679389838923
age,0.06781160443057643
veteran,1.1878281454444686
drug_use,-0.22347892348458698
work_hours,0.6350829315051535
k6_score,-0.48656892226820614
married,-0.010624757522160997
lgbtq,0.7636316049213164
mental_health_tx,-1.403084264360974
drug_use:mental_health_tx,0.83732311637015
age:work_hours,0.20326586405753186
