,0
Intercept,0.0
male,0.03466182238353042
age,-0.19413078345170026
veteran,0.08220697525209462
drug_use,0.19161869945941498
work_hours,0.0
k6_score,1.1550829343396227
married,-0.05283342960076447
lgbtq,0.18730684368405234
mental_health_tx,0.14600869647070966
drug_use:mental_health_tx,-0.0050571156949844
age:work_hours,-0.022659848868055697
