fpr_xgb,tpr_xgb,fpr_mlp,tpr_mlp
0.0,0.0,0.0,0.0
0.00028312570781426955,0.0,0.00028312570781426955,0.0
0.00028312570781426955,0.009708737864077669,0.00028312570781426955,0.009708737864077669
0.0005662514156285391,0.014563106796116505,0.0014156285390713476,0.009708737864077669
0.0005662514156285391,0.02912621359223301,0.0014156285390713476,0.014563106796116505
0.0011325028312570782,0.02912621359223301,0.0016987542468856172,0.014563106796116505
0.0011325028312570782,0.04854368932038835,0.0016987542468856172,0.02912621359223301
0.0016987542468856172,0.04854368932038835,0.0022650056625141564,0.02912621359223301
0.0016987542468856172,0.06310679611650485,0.0022650056625141564,0.038834951456310676
0.002548131370328426,0.06310679611650485,0.002548131370328426,0.038834951456310676
0.002548131370328426,0.07281553398058252,0.002548131370328426,0.05825242718446602
0.003680634201585504,0.07281553398058252,0.003114382785956965,0.05825242718446602
0.003680634201585504,0.07766990291262135,0.003114382785956965,0.06796116504854369
0.004246885617214043,0.07766990291262135,0.0033975084937712344,0.06796116504854369
0.004246885617214043,0.0970873786407767,0.0033975084937712344,0.07766990291262135
0.004530011325028313,0.10194174757281553,0.003680634201585504,0.07766990291262135
0.005379388448471121,0.10194174757281553,0.003680634201585504,0.08737864077669903
0.005379388448471121,0.1262135922330097,0.003963759909399773,0.08737864077669903
0.00594563986409966,0.1262135922330097,0.003963759909399773,0.09223300970873786
0.00594563986409966,0.13592233009708737,0.004246885617214043,0.09223300970873786
0.00622876557191393,0.13592233009708737,0.004246885617214043,0.11650485436893204
0.0065118912797281995,0.1407766990291262,0.004530011325028313,0.11650485436893204
0.008493771234428085,0.1407766990291262,0.004530011325028313,0.12135922330097088
0.008493771234428085,0.14563106796116504,0.0056625141562853904,0.12135922330097088
0.008776896942242356,0.14563106796116504,0.0056625141562853904,0.1262135922330097
0.008776896942242356,0.15048543689320387,0.00594563986409966,0.1262135922330097
0.009060022650056626,0.15048543689320387,0.00594563986409966,0.13592233009708737
0.009060022650056626,0.16019417475728157,0.00622876557191393,0.13592233009708737
0.009626274065685165,0.16019417475728157,0.00622876557191393,0.15048543689320387
0.009909399773499434,0.1650485436893204,0.007927519818799546,0.15048543689320387
0.01160815402038505,0.1650485436893204,0.007927519818799546,0.1553398058252427
0.01160815402038505,0.16990291262135923,0.008493771234428085,0.1553398058252427
0.01189127972819932,0.16990291262135923,0.008493771234428085,0.16019417475728157
0.01189127972819932,0.17475728155339806,0.009060022650056626,0.16019417475728157
0.01245753114382786,0.17475728155339806,0.009060022650056626,0.1650485436893204
0.01245753114382786,0.1796116504854369,0.009343148357870895,0.1650485436893204
0.013023782559456399,0.1796116504854369,0.009343148357870895,0.16990291262135923
0.013023782559456399,0.18932038834951456,0.01160815402038505,0.16990291262135923
0.013306908267270668,0.18932038834951456,0.01160815402038505,0.1796116504854369
0.013306908267270668,0.1941747572815534,0.01245753114382786,0.1796116504854369
0.013873159682899207,0.1941747572815534,0.01245753114382786,0.18446601941747573
0.013873159682899207,0.20388349514563106,0.013023782559456399,0.18446601941747573
0.014439411098527746,0.20388349514563106,0.013023782559456399,0.18932038834951456
0.014722536806342015,0.2087378640776699,0.014722536806342015,0.18932038834951456
0.014722536806342015,0.22330097087378642,0.014722536806342015,0.1941747572815534
0.015571913929784825,0.22330097087378642,0.015005662514156285,0.1941747572815534
0.015571913929784825,0.22815533980582525,0.015005662514156285,0.19902912621359223
0.01812004530011325,0.22815533980582525,0.020385050962627407,0.19902912621359223
0.01812004530011325,0.23786407766990292,0.020385050962627407,0.21359223300970873
0.01925254813137033,0.23786407766990292,0.02378255945639864,0.21359223300970873
0.01925254813137033,0.24271844660194175,0.02378255945639864,0.21844660194174756
0.019535673839184597,0.24271844660194175,0.02463193657984145,0.21844660194174756
0.019535673839184597,0.24757281553398058,0.02463193657984145,0.22330097087378642
0.019818799546998868,0.24757281553398058,0.026330690826727066,0.22330097087378642
0.019818799546998868,0.2524271844660194,0.026330690826727066,0.23300970873786409
0.020668176670441678,0.2524271844660194,0.026613816534541337,0.23300970873786409
