model,intercept,slope,brier_before,brier_after,auc_before,auc_after
p_hat_xgb,0.40400256088113556,1.1464280545065857,0.043676761185726005,0.04340834257455591,0.8721309470142609,0.8721309470142609
p_hat_mlp,-0.40821339933033807,0.7380313351406814,0.04549283608844948,0.044300115970901284,0.8806762581226841,0.8806762581226841
